Title,PID,Description
"Methodist Episcopal Church, Manchester, Iowa",grinnell:15482,"Methodist Episcopal Church, Manchester, Iowa"
"Methodist Episcopal Church, Milton, Iowa",grinnell:15408,"Methodist Episcopal Church, Milton, Iowa"
"Methodist Episcopal Church, Missouri Valley, Iowa",grinnell:15400,"Methodist Episcopal Church, Missouri Valley, Iowa"
"Methodist Episcopal Church, Mitchellville, Iowa",grinnell:13733,"The M.E. Church in Mitchellville was organized in 1855. The wood framed building was erected in 1876 at a cost of $24,000."
"Methodist Episcopal Church, Montezuma, Iowa",grinnell:13731,"Front entrance to a two story brick church with bell tower. 1910 postmark. Number 568."
"Methodist Episcopal Church, Moorhead, Iowa",grinnell:15385,"Methodist Episcopal Church, Moorhead, Iowa"
"Methodist Episcopal Church, Newton, Iowa",grinnell:13467,"View of a one-story stone building with large spire at the front entrance. Number 6."
"Methodist Episcopal Church, Newton, Iowa",grinnell:13465,"Looking northeast from Second Avenue. 1916 postmark. Number 41970."
"Methodist Episcopal Church, Newton, Iowa",grinnell:13466,"Front entrance to three-story brick and stone church. Construction on the $85,000 ,Methodist Episcopal church began in 1914, with the dedication service held the following year. Major remodeling projects were completed in 1987 & 1990. Number 41970."
"Methodist Episcopal Church, Northwood, Iowa",grinnell:15270,"Methodist Episcopal Church, Northwood, Iowa"
"Methodist Episcopal Church, Ocheyedan, Iowa",grinnell:16459,"Methodist Episcopal Church, Ocheyedan, Iowa"
"Methodist Episcopal Church, Ogden, Iowa",grinnell:15250,"Methodist Episcopal Church, Ogden, Iowa"
"Methodist Episcopal Church, Oskaloosa, Iowa",grinnell:16421,"Methodist Episcopal Church, Oskaloosa, Iowa"
"Methodist Episcopal Church, Parkersburg, Iowa",grinnell:15190,"Methodist Episcopal Church, Parkersburg, Iowa"
"Methodist Episcopal Church, Quimby, Iowa",grinnell:15142,"Methodist Episcopal Church, Quimby, Iowa"
"Methodist Episcopal Church, Riceville, Iowa",grinnell:14632,"Methodist Episcopal Church, Riceville, Iowa"
"Methodist Episcopal Church, Ross, Iowa",grinnell:15096,"Methodist Episcopal Church, Ross, Iowa"
"Methodist Episcopal Church, Rowan, Iowa",grinnell:16379,"Methodist Episcopal Church, Rowan, Iowa"
"Methodist Episcopal Church, Ruthven, Iowa",grinnell:15091,"Methodist Episcopal Church, Ruthven, Iowa"
"Methodist Episcopal Church, Sac City, Iowa",grinnell:15079,"Methodist Episcopal Church, Sac City, Iowa"
"Methodist Episcopal Church, Sibley, Iowa",grinnell:16370,"Methodist Episcopal Church, Sibley, Iowa"
"Methodist Episcopal Church, Sigourney, Iowa",grinnell:15026,"Methodist Episcopal Church, Sigourney, Iowa"
"Methodist Episcopal Church, Stuart, Iowa",grinnell:14609,"Methodist Episcopal Church, Stuart, Iowa"
"Methodist Episcopal Church, Tipton, Iowa",grinnell:14895,"Methodist Episcopal Church, Tipton, Iowa"
"Methodist Episcopal Church, Toledo, Iowa",grinnell:13729,"Looking at front of church. 1907 postmark."
"Methodist Episcopal Church, Toledo, Iowa",grinnell:16314,"Methodist Episcopal Church, Toledo, Iowa"
"Methodist Episcopal Church, Traer, Iowa",grinnell:14871,"Methodist Episcopal Church, Traer, Iowa"
"Methodist Episcopal Church, Traer, Iowa",grinnell:14870,"Methodist Episcopal Church, Traer, Iowa"
"Methodist Episcopal Church, Victor, Iowa",grinnell:13730,"Entrance to a one story wooden church with steeple. 1907 postmark."
"Methodist Episcopal Church, Victor, Iowa",grinnell:14848,"Methodist Episcopal Church, Victor, Iowa"
"Methodist Episcopal Church, Walker, Iowa",grinnell:14832,"Methodist Episcopal Church, Walker, Iowa"
"Methodist Episcopal and Congregational Churches, Glenwood, Iowa",grinnell:15878,"Methodist Episcopal and Congregational Churches, Glenwood, Iowa"
"Methodist Hospital, Des Moines, Iowa",grinnell:16140,"The Iowa Methodist Hospital in Des Moines was founded in 1901. Number 35."
"Methodist Hospital, Des Moines, Iowa",grinnell:16881,"The Iowa Methodist Hospital in Des Moines was founded in 1901. Number 8905. Series 13."
"Metro Station Sokol, Moscow",faulconer-art:4279,
"Mexican Kitchen",faulconer-art:2991,
"Mexican Suite, one of 10 untitled lithographs from the suite",faulconer-art:1338,
"Mexico 27",faulconer-art:2620,
"Mexico, 1970",faulconer-art:6420,
"Mfon Sbangha",grinnell:5770,"Mfon Sbangha, class of 1974, at a microscope."
"Miasma ",grinnell:18537,"An experiment in 3D painting"
"Michael Carlstrom '98",grinnell:21230,"Alumni oral history interview with Michael Carlstrom '98. Recorded May 31, 2013."
"Michael John",faulconer-art:106,
"Michael Warren Lewis '81",grinnell:18874,"Alumni oral history interview with Michael Warren Lewis '81. Recorded June 5, 2011."
"Michael's Interior",grinnell:21661,"An interior image of Michael's at 720 Fifth Avenue in downtown Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.36, slide 4."
"Michael's Italian Kitchen",grinnell:21659,"Michael's Italian Kitchen at 720 Fifth Avenue in downtown Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.36, slide 2."
"Michelle Obama Campaigning in Grinnell, Iowa",grinnell:5710,"Michelle Obama (right) campaigning for her husband at the Mayflower Home Carmen Center in Grinnell, Iowa, in 2008. Lynn Cavanagh, with back to camera, and Tinker Powell (middle)."
Microscopes,grinnell:5999,"Photo of students using microscopes and writing a lab report."
"Midnight, North Side Square Looking East, Harlan, Iowa",grinnell:15806,"Midnight, North Side Square Looking East, Harlan, Iowa"
"Midsummer Heat, Iowa (near Stone City)",faulconer-art:3996,
"Midway Cabin Court, Watkins, Iowa",grinnell:14805,"Midway Cabin Court, Watkins, Iowa"
"Midwest Old Settlers and Threshers Pioneer Village, Mount Pleasant, Iowa",grinnell:15360,"Midwest Old Settlers and Threshers Pioneer Village, Mount Pleasant, Iowa"
"Midwest Old Settlers and Threshers Village Scene, Mount Pleasant, Iowa",grinnell:15359,"Midwest Old Settlers and Threshers Village Scene, Mount Pleasant, Iowa"
"Midwinter, Grinnell, Iowa",faulconer-art:2697,
"Migrant Farmers",faulconer-art:3843,
Migration,faulconer-art:1615,
"Migration Now",faulconer-art:6533,
"Migration and the Family",grinnell:23167,"Announcement of a panel consisting of professors Xavier Escandell, Shuchi Kapila, and Tamara McGavock."
"Mihkoyak, A Nunivak Village",faulconer-art:3398,
"Mihkoyak, Men's House at Winter Camp, Nunivak",faulconer-art:3382,
"Mike Cleary '86",grinnell:18945,"Alumni oral history with Mike Cleary '86. Recorded June 4, 2011."
"Mike Lehmann '62",grinnell:19434,"Alumni oral history interview with Mike Lehmann '62. Recorded June 3, 2012."
"Mike's First Ride on a Tractor",grinnell:3359,"Photograph of Sammy (Eldon) Petersen with his grandson, Mike Groves, riding a tractor. Heat houser is visible on the tractor, which kept heat in so the driver could stay warm. Photograph is dated April, 1963."
"Mikhailovskii zamok",faulconer-art:225,
"Military Ball",grinnell:20062,"Female students pose for photograph at the Military Ball. Ann Booth (Center)."
"Military Ball",grinnell:13261,"Three students gather around the punch bowl at a military ball. The two male students are wearing military dress uniforms while one woman is wearing an evening gown."
"Military Band, Toronto, Iowa",grinnell:16311,"Military Band, Toronto, Iowa"
"Military Parade in Grinnell circa 1915",grinnell:12381,"Soldiers in white dress uniforms follow a carriage pulled by two horses in a parade in Grinnell, Iowa. The view is looking to the north northeast along Broad Street across from Central Park. Grinnell High School and the Old Stone Church (Congregational) are visible in the background. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"Milk the Modern Way Float",grinnell:21516,"A parade float advertising ""Milk the Modern Way"" with a life size replica of a cow and two little girls surrounded by milk cartons in Grinnell, Iowa. Behind the float you can see a section of the north side of Fourth Avenue between Main and Broad Streets. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.25, slide 3."
"Mill Street, Lake Mills, Iowa",grinnell:15618,"Mill Street, Lake Mills, Iowa"
"Mill and Dam on the Turkey River, Spillville, Iowa",grinnell:14957,"Mill and Dam on the Turkey River, Spillville, Iowa"
"Mill at Rockdale, Iowa",grinnell:16383,"Mill at Rockdale, Iowa"
"Mill, Portland, Iowa",grinnell:15149,"Mill, Portland, Iowa"
"Miller Hotel, New Hampton, Iowa",grinnell:15293,"Miller Hotel, New Hampton, Iowa"
"Miller Hotel, Onslow, Iowa",grinnell:16439,"Miller Hotel, Onslow, Iowa"
"Millie Magoun Miller",grinnell:23231,"A photograph of Emily ""Millie"" Magoun Miller (1871-1933), daughter of George F. Magoun who served as president of Iowa College from 1865 to 1884. She is shown sitting on an armchair and holding her twin sons, Alexander and Frederic, both of whom are dressed in white."
"Milo 2",faulconer-art:4045,
Milwaukee,faulconer-art:2710,
"Milwaukee Depot, Lohrville, Iowa",grinnell:16570,"Milwaukee Depot, Lohrville, Iowa"
"Milwaukee Depot, Seymour, Iowa",grinnell:15065,"Milwaukee Depot, Seymour, Iowa"
"Milwaukee Depot, Tama, Iowa",grinnell:14903,"Milwaukee Depot, Tama, Iowa"
"Milwaukee Railroad wreck, Dedham, Iowa",grinnell:15770,"View of rubble from a railroad train wreck in Dedham, Iowa."
"Milwaukee and St. Louis Depot, Plover, Iowa",grinnell:15160,"Milwaukee and St. Louis Depot, Plover, Iowa"
"Mimbres in Russia",faulconer-art:3369,
"Mime Troupe, 1974",grinnell:19865,"Mime Troupe. Left to right: Unknown, unknown, David Gaines, class of 1979; unknown; Mark Anderson."
"Mime Troupe, 1974",grinnell:19866,"Mime Troupe. Pam Greenblatt, class of 1976 and Mark Anderson."
Mimi,faulconer-art:6490,
"Minai Lobed Footed Bowl",faulconer-art:2170,
"Mingo House, Mingo,Iowa",grinnell:14342,"Mingo House was a two-story wooden hotel in Mingo, Iowa. Three women are pictured on the front porch. 1909 postmark."
"Mingo House, Mingo,Iowa",grinnell:16524,"Mingo House, Mingo,Iowa"
"Minimal Presence",faulconer-art:1352,
"Minney's Tourist Home, McGregor, Iowa",grinnell:16542,"Minney's Tourist Home, McGregor, Iowa"
"Minnie R. Sulser Parrott",grinnell:21721,"Bust portrait of Minnie (Wilhelmina) R. (Sulser) Parrott (1874-1957). She is 23 years old in this photograph. Minnie is wearing a formal, high-neck dress with a corsage, her hair is styled in a top knot. Could possibly be graduation or wedding photo."
"Minorities Symposium",grinnell:20079,"Minorities Symposium Fall 1985."
"Minorities and Liberal Arts College Workshops",grinnell:12925,"Minorities and Liberal Arts College Workshops. One of the people in the photo is Meg Winter (class of 1986). Photo undated."
"Miraco Building",grinnell:20559,"The Miraco factory building located at 960 Ferguson Road in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.35, slide 20."
"Miraco Building from Distance",grinnell:20560,"The Miraco factory building located at 960 Ferguson Road in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.36, slide 1."
"Miraco Building with Company Truck",grinnell:20562,"The Miraco building located at 960 Ferguson Road with a white company truck parked outside. The truck has an advertisement for the MiraFount Livestock Thermos on the door. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.36, slide 4."
Mirror,faulconer-art:1494,
"Mirror with low relief garden scene",faulconer-art:1495,
"Miscellaneous Photographs from Collection #54 Doris Losey",grinnell:18929,"Six miscellaneous images from the Doris Losey Collection at Drake Community Library in Grinnell, Iowa. Doris Losey Krumm was born in Fargo, Oklahoma, on September 15th, 1908, to George C. and Anna Marie Losey. She moved to Grinnell, Iowa, and attended Grinnell High School and Iowa Methodist School of Nursing before marrying Paul Krumm on September 6th, 1942, and settling to farm in the Newburg area. She died on January 29th, 1981, leaving behind her two children, Karen Weaver and Paul Krumm. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #54, Doris Losey (Krumm)."
"Miss America (200th Anniversary)",faulconer-art:18,
"Miss Hester A. Hillis: India; 1886-7, The End",grinnell:3237,"A pamphlet by L.F. Parker regarding Hester Hillis and her missionary experiences at home and abroad, written on the occasion of her passing in 1887. Includes letters written by Hillis from India about her experiences."
"Miss Willie",faulconer-art:1775,
"Miss Woolley on Woman's Ballot",grinnell:5282,"Pamphlet published by the National American Woman Suffrage Association. Mary E. Woolley, President of Mt. Holyoke College, discusses woman's suffrage. Drake Community Library (Grinnell, Iowa) Archives. Collection # 161."
"Mission Mini Comix: Big Collection",faulconer-art:4424,
"Mississippi River Dam Construction, Keokuk, Iowa",grinnell:16624,"Mississippi River Dam Construction, Keokuk, Iowa"
"Mississippi River Dam Construction, Keokuk, Iowa",grinnell:16622,"Mississippi River Dam Construction, Keokuk, Iowa"
"Mississippi River Dam Construction, Keokuk, Iowa",grinnell:16623,"Mississippi River Dam Construction, Keokuk, Iowa"
"Mississippi River Power Company's Dam Near Fort Madison, Iowa",grinnell:15931,"Mississippi River Power Company's Dam Near Fort Madison, Iowa"
"Mississippi River Power Dam Development, Keokuk, Iowa",grinnell:16618,"Mississippi River Power Dam Development, Keokuk, Iowa"
"Mississippi River South of Port Byron, Ill., and Le Claire, Iowa",grinnell:15670,"Mississippi River South of Port Byron, Ill., and Le Claire, Iowa"
"Mississippi River, Looking North from Eagle Point Park, Dubuque, Iowa",grinnell:16051,"Mississippi River, Looking North from Eagle Point Park, Dubuque, Iowa"
"Mississippi River, McGregor, Iowa",grinnell:16538,"Mississippi River, McGregor, Iowa"
